품목,등급,단량,단위,평균가
겨자(적겨자),특(1등            ,2,kg,5482
겨자(적겨자),상(2등            ,2,kg,3941
겨자(적겨자),특(1등            ,2,kg,3844
겨자(적겨자),상(2등            ,2,kg,3000
겨자(적겨자),특(1등            ,2,kg,8333
겨자(적겨자),상(2등            ,2,kg,6000
겨자(적겨자),특(1등            ,2,kg,7100
겨자(적겨자),상(2등            ,2,kg,6000
겨자(적겨자),특(1등            ,2,kg,6885
겨자(적겨자),상(2등            ,2,kg,2000
겨자(적겨자),상(2등            ,1,kg,3000
겨자(적겨자),특(1등            ,2,kg,8022
겨자(적겨자),상(2등            ,2,kg,5000
겨자(청겨자),상(2등            ,2,kg,5000
겨자채(겨자채(일반)),상(2등            ,2,kg,2000
겨자채(겨자채(일반)),상(2등            ,2,kg,3000
겨자채(겨자채(일반)),상(2등            ,2,kg,3000
겨자채(겨자채(일반)),상(2등            ,2,kg,2000
겨자채(겨자채(일반)),상(2등            ,2,kg,2000
겨자채(겨자채(일반)),상(2등            ,2,kg,1500
겨자채(적겨자채),특(1등            ,2,kg,4000
계피(계피(일반)),특(1등            ,15,kg,97000
고구마(기타),특(1등            ,10,kg,23382
고구마(기타),상(2등            ,10,kg,22940
고구마(기타),보통(3            ,10,kg,29132
고구마(기타),4등               ,10,kg,20157
고구마(기타),상(2등            ,10,kg,20274
고구마(기타),특(1등            ,10,kg,24304
고구마(기타),상(2등            ,10,kg,28183
고구마(기타),보통(3            ,10,kg,31034
고구마(기타),4등               ,10,kg,22343
고구마(기타),특(1등            ,10,kg,21772
고구마(기타),상(2등            ,10,kg,23522
고구마(기타),보통(3            ,10,kg,18500
고구마(기타),4등               ,10,kg,15286
고구마(기타),8등               ,10,kg,10000
고구마(기타),9등(등            ,10,kg,7118
고구마(기타),특(1등            ,10,kg,22456
고구마(기타),상(2등            ,10,kg,32756
고구마(기타),보통(3            ,10,kg,33352
고구마(기타),4등               ,10,kg,21194
고구마(기타),특(1등            ,1,kg,6000
고구마(기타),특(1등            ,10,kg,23467
고구마(기타),상(2등            ,10,kg,29326
고구마(기타),보통(3            ,10,kg,26548
고구마(기타),4등               ,10,kg,17633
고구마(기타),특(1등            ,1,kg,5200
고구마(기타),특(1등            ,10,kg,21947
고구마(기타),상(2등            ,10,kg,24428
고구마(기타),보통(3            ,10,kg,29152
고구마(기타),4등               ,10,kg,21135
고구마(기타),특(1등            ,10,kg,25467
고구마(기타),상(2등            ,10,kg,25325
고구마(기타),보통(3            ,10,kg,33292
고구마(기타),4등               ,10,kg,22240
고구마(기타),특(1등            ,10,kg,25500
고구마(기타),상(2등            ,10,kg,30523
고구마(기타),보통(3            ,10,kg,30952
고구마(기타),4등               ,10,kg,22170
고구마(기타),특(1등            ,1,kg,5000
고구마(기타),상(2등            ,10,kg,22985
고구마(기타),특(1등            ,10,kg,26125
고구마(기타),상(2등            ,10,kg,30726
고구마(기타),보통(3            ,10,kg,33500
고구마(기타),4등               ,10,kg,20642
고구마(기타),상(2등            ,10,kg,22388
고구마(기타),상(2등            ,10,kg,10000
고구마(기타),특(1등            ,10,kg,27785
고구마(기타),상(2등            ,10,kg,28205
고구마(기타),보통(3            ,10,kg,32423
고구마(기타),4등               ,10,kg,19585
고구마(기타),특(1등            ,10,kg,18000
고구마(기타),특(1등            ,10,kg,27232
고구마(기타),상(2등            ,10,kg,29119
고구마(기타),보통(3            ,10,kg,33083
고구마(기타),4등               ,10,kg,21284
고구마(기타),상(2등            ,10,kg,30805
고구마(기타),특(1등            ,10,kg,26917
고구마(기타),상(2등            ,10,kg,21823
고구마(기타),보통(3            ,10,kg,33245
고구마(기타),4등               ,10,kg,19608
고구마(밤고구마),특(1등            ,10,kg,23297
고구마(밤고구마),상(2등            ,10,kg,20429
고구마(밤고구마),보통(3            ,10,kg,19200
고구마(밤고구마),6등               ,10,kg,16000
고구마(밤고구마),9등(등            ,10,kg,13000
고구마(밤고구마),특(1등            ,10,kg,24093
고구마(밤고구마),상(2등            ,10,kg,28601
고구마(밤고구마),보통(3            ,10,kg,26317
고구마(밤고구마),4등               ,10,kg,21291
고구마(밤고구마),6등               ,10,kg,21000
고구마(밤고구마),9등(등            ,10,kg,14068
고구마(밤고구마),특(1등            ,10,kg,25413
고구마(밤고구마),상(2등            ,10,kg,27115
고구마(밤고구마),보통(3            ,10,kg,21529
고구마(밤고구마),6등               ,10,kg,23000
고구마(밤고구마),9등(등            ,10,kg,13125
고구마(밤고구마),특(1등            ,10,kg,24491
고구마(밤고구마),상(2등            ,10,kg,26933
고구마(밤고구마),보통(3            ,10,kg,20164
고구마(밤고구마),6등               ,10,kg,20000
고구마(밤고구마),9등(등            ,10,kg,13514
고구마(밤고구마),특(1등            ,10,kg,23400
고구마(밤고구마),보통(3            ,10,kg,14000
고구마(밤고구마),6등               ,10,kg,14000
고구마(밤고구마),9등(등            ,10,kg,11000
고구마(밤고구마),특(1등            ,10,kg,26037
고구마(밤고구마),상(2등            ,10,kg,28548
고구마(밤고구마),보통(3            ,10,kg,22280
고구마(밤고구마),4등               ,10,kg,21202
고구마(밤고구마),6등               ,10,kg,22000
고구마(밤고구마),9등(등            ,10,kg,15050
고구마(밤고구마),특(1등            ,10,kg,22188
고구마(밤고구마),상(2등            ,10,kg,26778
고구마(밤고구마),보통(3            ,10,kg,25426
고구마(밤고구마),4등               ,10,kg,19669
고구마(밤고구마),6등               ,10,kg,19000
고구마(밤고구마),9등(등            ,10,kg,12143
고구마(밤고구마),특(1등            ,10,kg,18963
고구마(밤고구마),상(2등            ,10,kg,22048
고구마(밤고구마),보통(3            ,10,kg,18960
고구마(밤고구마),6등               ,10,kg,20000
고구마(밤고구마),9등(등            ,10,kg,13412
고구마(밤고구마),없음              ,10,kg,14000
고구마(밤고구마),특(1등            ,10,kg,15795
고구마(밤고구마),상(2등            ,10,kg,14813
고구마(밤고구마),보통(3            ,10,kg,15000
고구마(밤고구마),6등               ,10,kg,14000
고구마(밤고구마),9등(등            ,10,kg,10320
고구마(밤고구마),특(1등            ,10,kg,22118
고구마(밤고구마),상(2등            ,10,kg,22608
고구마(밤고구마),보통(3            ,10,kg,21940
고구마(밤고구마),6등               ,10,kg,19000
고구마(밤고구마),9등(등            ,10,kg,13378
고구마(밤고구마),특(1등            ,10,kg,20486
고구마(밤고구마),상(2등            ,10,kg,23000
고구마(밤고구마),보통(3            ,10,kg,19993
고구마(밤고구마),6등               ,10,kg,22000
고구마(밤고구마),9등(등            ,10,kg,12360
고구마(밤고구마),특(1등            ,10,kg,18000
고구마(밤고구마),상(2등            ,10,kg,17000
고구마(밤고구마),보통(3            ,10,kg,19429
고구마(밤고구마),6등               ,10,kg,16200
고구마(밤고구마),9등(등            ,10,kg,13000
고구마(밤고구마),특(1등            ,10,kg,23462
고구마(밤고구마),상(2등            ,10,kg,26830
고구마(밤고구마),보통(3            ,10,kg,21516
고구마(밤고구마),6등               ,10,kg,22500
고구마(밤고구마),9등(등            ,10,kg,14286
고구마(밤고구마),특(1등            ,10,kg,22661
고구마(밤고구마),상(2등            ,10,kg,21667
고구마(밤고구마),보통(3            ,10,kg,14347
고구마(밤고구마),6등               ,10,kg,8000
고구마(밤고구마),9등(등            ,10,kg,12365
고구마(밤고구마),없음              ,10,kg,15000
고구마(밤고구마),특(1등            ,10,kg,23899
고구마(밤고구마),상(2등            ,10,kg,23915
고구마(밤고구마),보통(3            ,10,kg,22581
고구마(밤고구마),6등               ,10,kg,23000
고구마(밤고구마),9등(등            ,10,kg,13000
고구마(밤고구마),특(1등            ,10,kg,22538
고구마(밤고구마),상(2등            ,10,kg,24571
고구마(밤고구마),보통(3            ,10,kg,24500
고구마(밤고구마),5등               ,10,kg,14000
고구마(밤고구마),6등               ,10,kg,18000
고구마(밤고구마),9등(등            ,10,kg,14000
고구마(밤고구마),특(1등            ,10,kg,25571
고구마(밤고구마),상(2등            ,10,kg,30348
고구마(밤고구마),보통(3            ,10,kg,23965
고구마(밤고구마),4등               ,10,kg,19255
고구마(밤고구마),6등               ,10,kg,21000
고구마(밤고구마),9등(등            ,10,kg,14310
고구마(호박고구마),상(2등            ,10,kg,16000
고구마(호박고구마),상(2등            ,10,kg,17035
고구마(호박고구마),특(1등            ,10,kg,18474
고구마(호박고구마),상(2등            ,10,kg,18522
고구마(호박고구마),보통(3            ,10,kg,17531
고구마(호박고구마),특(1등            ,10,kg,18000
고구마(호박고구마),상(2등            ,10,kg,16800
고구마(호박고구마),보통(3            ,10,kg,12667
고구마(호박고구마),특(1등            ,10,kg,15169
고구마(호박고구마),상(2등            ,10,kg,17852
고구마(호박고구마),보통(3            ,10,kg,18070
고구마(호박고구마),4등               ,10,kg,21500
고구마(호박고구마),6등               ,10,kg,9000
고구마(호박고구마),8등               ,10,kg,14000
고구마(호박고구마),9등(등            ,10,kg,4448
고구마(호박고구마),상(2등            ,10,kg,18647
고구마(호박고구마),특(1등            ,10,kg,16537
고구마(호박고구마),상(2등            ,10,kg,18000
고구마(호박고구마),보통(3            ,10,kg,18000
고구마(호박고구마),9등(등            ,10,kg,12000
고구마(호박고구마),특(1등            ,10,kg,17155
고구마(호박고구마),상(2등            ,10,kg,18206
고구마(호박고구마),보통(3            ,10,kg,11360
고구마(호박고구마),4등               ,10,kg,13250
고구마(호박고구마),9등(등            ,10,kg,12000
고구마(호박고구마),특(1등            ,10,kg,15693
고구마(호박고구마),상(2등            ,10,kg,15000
고구마(호박고구마),보통(3            ,10,kg,13667
고구마(호박고구마),4등               ,10,kg,13714
고구마(호박고구마),9등(등            ,10,kg,12000
고구마(호박고구마),상(2등            ,10,kg,18991
고구마(호박고구마),상(2등            ,10,kg,24788
고구마(호박고구마),특(1등            ,10,kg,18782
고구마(호박고구마),상(2등            ,10,kg,20625
고구마(호박고구마),보통(3            ,10,kg,16000
고구마(호박고구마),4등               ,10,kg,11286
고구마(호박고구마),상(2등            ,10,kg,27966
고구마(호박고구마),상(2등            ,10,kg,22182
고구마(호박고구마),특(1등            ,10,kg,22071
고구마(호박고구마),상(2등            ,10,kg,24417
고구마(호박고구마),보통(3            ,10,kg,17000
고구마(호박고구마),4등               ,10,kg,5000
고구마(호박고구마),9등(등            ,10,kg,14000
고구마(호박고구마),상(2등            ,10,kg,22268
고구마(호박고구마),특(1등            ,10,kg,23706
고구마(호박고구마),상(2등            ,10,kg,25000
고구마(호박고구마),보통(3            ,10,kg,13200
고구마(호박고구마),4등               ,10,kg,5500
고구마(호박고구마),특(1등            ,10,kg,20617
고구마(호박고구마),상(2등            ,10,kg,14500
고구마(호박고구마),보통(3            ,10,kg,16667
고구마(호박고구마),상(2등            ,10,kg,21243
고구마(호박고구마),특(1등            ,10,kg,15526
고구마(호박고구마),상(2등            ,10,kg,19000
고구마(호박고구마),보통(3            ,10,kg,16500
고구마(호박고구마),4등               ,10,kg,15000
고구마(호박고구마),상(2등            ,10,kg,19772
고구마(호박고구마),특(1등            ,10,kg,20917
고구마(호박고구마),상(2등            ,10,kg,22000
고구마(호박고구마),보통(3            ,10,kg,17333
고구마(호박고구마),4등               ,10,kg,12750
고구마(호박고구마),특(1등            ,10,kg,21000
고구마(호박고구마),상(2등            ,10,kg,21810
고구마(호박고구마),보통(3            ,10,kg,16154
고구마(호박고구마),4등               ,10,kg,11750
고구마(호박고구마),6등               ,10,kg,14000
고구마(호박고구마),9등(등            ,10,kg,9000
고구마(호박고구마),특(1등            ,10,kg,16724
고구마(호박고구마),상(2등            ,10,kg,18843
고구마(호박고구마),보통(3            ,10,kg,14000
고구마(호박고구마),9등(등            ,10,kg,12000
고구마(호박고구마),특(1등            ,10,kg,15500
고구마(호박고구마),상(2등            ,10,kg,20803
고구마(호박고구마),보통(3            ,10,kg,18939
고구마(호박고구마),9등(등            ,10,kg,12444
